client_id,client_name,policy_type,policy_start_date,annual_premium,claims_last_3_years,communication_frequency,client_tenure_years,last_contact_date,industry,region
4982,"Gomez, Mcgee and Cole",General Liability,2017-12-03,16416.52,1,Monthly,9,2024-07-31,Technology,Durham
4983,Elliott-Farmer,Cyber,2022-09-19,3711.61,5,Annually,2,2024-08-18,Retail,Ajax
4984,Gill Group,General Liability,2022-05-29,6588.16,1,Annually,2,2024-05-22,Technology,Durham
4985,Schmitt LLC,General Liability,2023-10-22,16460.37,1,Annually,10,2024-07-13,Technology,Oshawa
4986,"Trujillo, Proctor and Wang",General Liability,2022-02-20,9386.32,2,Quarterly,4,2024-07-27,Construction,Durham
4987,Cardenas and Sons,General Liability,2020-05-18,11841.26,1,Quarterly,10,2024-12-08,Finance,Durham
4988,Bates LLC,Property,2015-06-15,19354.98,3,Monthly,8,2024-08-27,Technology,Durham
4989,Wall-Johnson,Errors & Omissions,2017-01-29,7519.21,2,Annually,9,2024-08-20,Healthcare,Oshawa
4990,Gibbs-Nguyen,Cyber,2017-03-05,11260.74,1,Monthly,2,2024-10-11,Technology,Durham
4991,"Stevenson, Salinas and Williamson",Commercial Auto,2020-11-13,15867.5,1,Quarterly,5,2024-11-29,Technology,Durham
4992,Gates-Rodriguez,Commercial Auto,2019-10-08,13274.32,2,Annually,6,2024-08-04,Construction,Durham
4993,Martin Ltd,Errors & Omissions,2016-04-21,8721.35,0,Quarterly,10,2024-05-14,Retail,Durham
4994,David-Watkins,General Liability,2021-12-08,14591.62,1,Annually,1,2025-01-23,Technology,Durham
4995,Harrington Group,General Liability,2020-07-27,8832.32,3,Annually,1,2024-09-15,Transport,Oshawa
4996,"Moyer, Mccarthy and Wright",Cyber,2020-07-04,8358.8,0,Monthly,10,2024-08-03,Construction,Durham
4997,"Willis, Brown and Brown",Commercial Auto,2017-07-31,7073.15,3,Quarterly,10,2025-02-01,Transport,Durham
4998,Hill-Wood,General Liability,2015-04-29,9140.58,0,Annually,3,2025-02-06,Transport,Durham
4999,Rodriguez-Taylor,Property,2016-01-13,9774.01,3,Quarterly,2,2024-09-11,Retail,Durham
5000,"Jones, Rowland and Oconnor",Cyber,2021-11-30,13383.75,5,Monthly,8,2024-07-15,Technology,Durham
5001,Sawyer PLC,Property,2018-05-01,19580.19,5,Annually,8,2024-05-30,Technology,Durham
5002,Andrews-Hoffman,Property,2023-11-10,17842.32,1,Quarterly,10,2025-01-12,Finance,Durham
5003,Sanchez-Armstrong,Errors & Omissions,2023-10-12,16706.59,3,Annually,1,2025-03-04,Construction,Ajax
5004,"Green, Schmidt and Carter",Errors & Omissions,2022-11-01,3052.44,0,Quarterly,6,2024-08-25,Technology,Whitby
5005,Taylor Inc,Property,2024-03-25,17799.21,3,Quarterly,6,2025-01-17,Construction,Durham
5006,"Dawson, Edwards and Castaneda",Errors & Omissions,2023-06-26,9830.74,3,Quarterly,3,2025-04-22,Construction,Durham
5007,Burgess-Lewis,Property,2019-06-21,17202.16,3,Annually,9,2025-04-14,Transport,Oshawa
5008,Mcdonald-Murray,General Liability,2020-08-24,18725.63,1,Monthly,7,2024-10-21,Finance,Pickering
5009,Gonzalez-Mata,Errors & Omissions,2024-03-03,3436.57,1,Monthly,7,2024-12-05,Healthcare,Durham
5010,Scott-Adkins,Property,2020-11-16,5089.21,3,Monthly,10,2024-05-14,Healthcare,Ajax
5011,Taylor Ltd,Cyber,2021-11-27,12020.7,4,Annually,4,2024-08-25,Transport,Durham
5012,Simmons-Shaffer,Cyber,2022-02-22,19168.05,0,Quarterly,4,2025-01-28,Technology,Oshawa
5013,Decker Inc,Errors & Omissions,2020-02-07,15774.48,0,Quarterly,6,2024-10-18,Healthcare,Durham
5014,"Brooks, Knight and Forbes",Cyber,2022-02-07,7225.14,1,Monthly,2,2024-06-09,Finance,Toronto
5015,"Marks, Murphy and Ryan",Commercial Auto,2020-08-06,10682.61,4,Annually,6,2024-12-01,Finance,Pickering
5016,Andrews-Walters,Commercial Auto,2017-04-30,14665.14,4,Annually,9,2025-04-20,Healthcare,Oshawa
5017,"Jones, Davis and Grant",Cyber,2022-09-19,17787.5,5,Monthly,9,2025-02-02,Transport,Durham
5018,Schmidt PLC,Property,2017-07-05,11753.54,4,Monthly,1,2024-05-24,Finance,Durham
5019,Berry Group,Cyber,2019-01-05,14223.88,0,Annually,8,2025-02-11,Finance,Durham
5020,"Santos, Lee and Jones",Cyber,2020-05-07,3053.19,1,Quarterly,1,2024-12-28,Healthcare,Durham
5021,"Jordan, Hill and Hayes",Cyber,2018-05-18,13847.25,1,Annually,6,2025-04-20,Healthcare,Durham
5022,"Hernandez, Rivera and White",Property,2017-03-18,19012.94,0,Quarterly,4,2024-11-12,Manufacturing,Whitby
5023,"Morgan, Rose and Schwartz",Property,2017-09-15,8477.12,3,Monthly,3,2024-12-26,Retail,Ajax
5024,Preston-Morales,Commercial Auto,2022-09-23,13774.21,5,Quarterly,7,2024-12-02,Finance,Durham
5025,Smith-Clayton,Errors & Omissions,2017-10-09,17848.39,4,Monthly,1,2024-11-15,Retail,Durham
5026,Smith LLC,Commercial Auto,2018-05-10,19483.16,2,Quarterly,2,2024-09-24,Technology,Durham
5027,Hernandez-Foley,Property,2016-08-02,15508.82,5,Quarterly,2,2024-10-08,Transport,Durham
5028,"Craig, Nguyen and Ellis",Property,2018-08-07,14524.8,2,Annually,10,2025-02-05,Retail,Durham
5029,"Gonzalez, Underwood and Schaefer",Property,2018-06-04,6970.5,3,Monthly,4,2025-04-21,Manufacturing,Pickering
5030,"Camacho, Hernandez and Mejia",Property,2015-08-08,11237.11,1,Monthly,10,2024-08-17,Finance,Durham
5031,Parker Inc,Property,2020-07-05,15566.48,1,Annually,2,2025-03-18,Transport,Toronto
5032,Ferguson Inc,Property,2016-05-25,16497.33,0,Quarterly,1,2025-01-27,Construction,Durham
5033,Fernandez Inc,General Liability,2016-01-31,8921.68,4,Annually,4,2024-09-27,Healthcare,Durham
5034,Harrell-Hebert,General Liability,2020-02-23,18964.44,2,Quarterly,9,2024-12-04,Retail,Durham
5035,"Clark, Turner and Coleman",Cyber,2018-01-31,19005.12,3,Annually,3,2024-07-15,Manufacturing,Durham
5036,Hall-Gillespie,General Liability,2019-08-12,11094.07,2,Monthly,10,2024-10-06,Construction,Pickering
5037,Johnson-Rich,Commercial Auto,2019-01-01,14191.76,4,Monthly,8,2024-08-29,Transport,Ajax
5038,Martinez-Gould,Cyber,2017-03-24,14891.5,0,Monthly,5,2024-09-20,Transport,Durham
5039,Wallace Ltd,Errors & Omissions,2020-02-05,4707.75,3,Quarterly,3,2025-04-01,Manufacturing,Durham
5040,"Clark, Williams and Gonzales",Property,2023-07-28,9542.6,0,Monthly,6,2024-06-09,Transport,Oshawa
5041,Harris Group,General Liability,2024-01-02,13321.95,0,Monthly,6,2024-11-24,Finance,Whitby
5042,"Olsen, Davis and Thompson",Commercial Auto,2017-03-19,15103.01,3,Monthly,2,2024-07-23,Finance,Durham
5043,"Ramsey, Martinez and Sherman",Errors & Omissions,2016-11-03,17787.6,3,Annually,4,2024-07-07,Transport,Durham
5044,Shepard Ltd,Property,2023-04-29,17895.98,3,Annually,7,2025-03-31,Technology,Durham
5045,"Howard, Cowan and Perry",Property,2022-11-27,16342.65,0,Quarterly,1,2024-08-26,Finance,Oshawa
5046,Galloway PLC,Errors & Omissions,2017-12-02,15183.32,2,Annually,10,2025-01-25,Technology,Durham
5047,Woods-Hicks,Errors & Omissions,2022-03-22,3539.68,2,Quarterly,1,2024-12-14,Retail,Ajax
5048,Smith-James,Errors & Omissions,2020-01-13,11464.73,2,Quarterly,9,2024-11-01,Technology,Ajax
5049,Ross-Mathews,Commercial Auto,2024-04-09,4480.53,0,Monthly,6,2024-08-03,Healthcare,Ajax
5050,Ward-Collins,Cyber,2016-12-13,17150.02,3,Monthly,9,2024-12-22,Healthcare,Oshawa
5051,Hamilton Ltd,Cyber,2018-01-17,19937.18,5,Monthly,2,2025-01-08,Manufacturing,Whitby
5052,Perez-Haynes,General Liability,2024-01-18,19782.73,2,Quarterly,9,2024-11-26,Manufacturing,Pickering
5053,"Schneider, Price and Ruiz",Property,2018-09-12,10935.65,1,Annually,2,2024-10-18,Retail,Durham
5054,Blair-Merritt,General Liability,2017-03-13,18238.95,5,Monthly,1,2024-09-23,Transport,Durham
5055,Taylor and Sons,Cyber,2015-08-25,19235.87,0,Monthly,5,2024-11-21,Construction,Pickering
5056,Cunningham and Sons,Errors & Omissions,2016-04-12,11196.87,5,Monthly,6,2024-04-25,Technology,Toronto
5057,"Moore, Neal and Farmer",Property,2019-01-15,12191.35,5,Annually,1,2024-09-15,Transport,Durham
5058,Carlson and Sons,Cyber,2022-08-29,7137.05,3,Monthly,3,2025-01-14,Transport,Oshawa
5059,"Guerrero, Watson and Perry",Property,2022-06-29,5897.36,3,Annually,5,2024-10-22,Healthcare,Ajax
5060,Barnes and Sons,General Liability,2022-04-13,19051.57,0,Quarterly,4,2024-05-12,Retail,Durham
5061,"Sanford, Harmon and Patrick",Cyber,2015-09-01,14898.45,2,Monthly,8,2025-02-16,Construction,Ajax
5062,Diaz Inc,General Liability,2018-03-03,4792.98,5,Monthly,4,2024-07-04,Technology,Durham
5063,Johnson and Sons,Property,2015-05-07,19887.15,5,Monthly,7,2024-07-26,Healthcare,Durham
5064,Powell-Brooks,Commercial Auto,2016-05-15,3496.77,2,Quarterly,2,2025-02-06,Technology,Whitby
5065,Howell-Johnson,Errors & Omissions,2015-05-27,18793.06,0,Annually,6,2025-01-17,Technology,Durham
5066,Rivera Group,General Liability,2021-03-24,8550.51,1,Monthly,9,2024-10-25,Retail,Durham
5067,Moss and Sons,Property,2018-08-28,9519.33,1,Annually,8,2025-03-18,Healthcare,Durham
5068,Williams-Bennett,Cyber,2018-01-20,7766.08,1,Annually,4,2024-10-24,Construction,Durham
5069,"Sharp, Jackson and Garcia",General Liability,2021-01-13,15225.97,4,Quarterly,7,2025-02-28,Manufacturing,Oshawa
5070,Prince-Davis,Property,2018-08-07,14320.86,0,Monthly,7,2025-01-31,Manufacturing,Durham
5071,Rodriguez Group,Commercial Auto,2022-01-17,19175.57,1,Quarterly,3,2024-05-27,Manufacturing,Durham
5072,Lucero-Chase,General Liability,2018-07-08,14400.22,4,Annually,8,2024-11-19,Retail,Toronto
5073,"Alexander, Vincent and Pacheco",Property,2016-12-12,14313.1,1,Annually,2,2024-08-04,Construction,Durham
5074,Collins Group,General Liability,2015-05-17,18686.52,1,Monthly,4,2024-07-26,Retail,Durham
5075,Anderson-Douglas,Property,2020-10-13,13770.32,5,Annually,6,2025-03-21,Technology,Durham
5076,Krueger-Barnett,Errors & Omissions,2016-02-06,11363.3,3,Quarterly,9,2024-04-25,Technology,Durham
5077,Woods Ltd,Property,2020-11-12,16524.19,0,Monthly,10,2025-03-01,Manufacturing,Ajax
5078,"Gonzalez, Robinson and Anderson",Property,2018-05-13,8657.62,0,Quarterly,7,2024-12-28,Transport,Durham
5079,Perez Inc,Property,2019-11-27,6804.71,4,Quarterly,10,2024-05-31,Retail,Durham
5080,"Davis, Powell and Eaton",Cyber,2019-06-19,12791.53,1,Monthly,4,2024-11-27,Construction,Oshawa
5081,Wright LLC,Property,2019-04-22,18705.41,5,Annually,4,2024-07-04,Manufacturing,Durham
5082,Blair LLC,Errors & Omissions,2015-05-05,4099.34,5,Annually,6,2024-06-25,Healthcare,Whitby
5083,Page-Murray,Commercial Auto,2021-05-09,8834.84,2,Monthly,4,2024-05-02,Retail,Durham
5084,"Meyer, Ray and Stephenson",Errors & Omissions,2018-01-23,18472.84,2,Annually,10,2024-12-13,Construction,Durham
5085,Murphy LLC,Commercial Auto,2022-06-02,15630.45,4,Quarterly,1,2024-09-09,Finance,Pickering
5086,"Thomas, Doyle and Rosales",Cyber,2018-03-21,15325.48,3,Annually,1,2024-10-07,Transport,Whitby
5087,"Bullock, Cruz and Williams",Cyber,2016-05-16,14116.63,1,Quarterly,6,2024-10-29,Finance,Durham
5088,Petty Inc,Cyber,2016-04-28,16346.39,3,Annually,9,2024-07-25,Finance,Oshawa
5089,Walters and Sons,Commercial Auto,2022-12-26,19426.22,1,Monthly,6,2024-07-16,Retail,Durham
5090,Sanders Inc,Errors & Omissions,2022-01-30,10428.36,1,Monthly,7,2024-07-05,Retail,Oshawa
5091,"Castillo, Mathews and Lopez",General Liability,2022-08-30,6967.25,4,Annually,2,2025-03-19,Healthcare,Oshawa
5092,"Sullivan, Haney and Chavez",Cyber,2018-02-06,7404.6,1,Quarterly,6,2025-03-06,Finance,Whitby
5093,Gardner-Wilson,Commercial Auto,2023-02-03,7946.6,5,Monthly,5,2024-06-17,Manufacturing,Whitby
5094,Rios-Robertson,Errors & Omissions,2022-09-24,4893.5,5,Annually,8,2025-01-16,Retail,Whitby
5095,Rogers-Stafford,Cyber,2019-06-18,8784.04,1,Quarterly,4,2025-01-22,Technology,Durham
5096,Peterson-Wiggins,Property,2019-03-05,13067.41,2,Quarterly,2,2024-12-13,Manufacturing,Durham
5097,"Bryant, Davis and Chase",Errors & Omissions,2018-04-29,6198.66,0,Monthly,6,2025-01-19,Manufacturing,Pickering
5098,"Baker, Casey and Simmons",Commercial Auto,2018-10-30,19014.13,1,Quarterly,7,2024-10-26,Construction,Pickering
5099,Oconnell and Sons,General Liability,2023-11-04,12738.26,0,Quarterly,7,2024-07-14,Manufacturing,Durham
5100,Perez Group,General Liability,2021-11-12,5166.1,3,Quarterly,4,2025-02-22,Manufacturing,Durham
5101,Martinez Ltd,General Liability,2018-10-11,8327.33,1,Annually,10,2025-01-13,Finance,Toronto
5102,Martinez-Bailey,Property,2018-12-16,9463.32,2,Quarterly,8,2024-06-13,Finance,Whitby
5103,Graham-Joyce,Errors & Omissions,2023-07-16,15527.6,3,Quarterly,10,2024-07-13,Healthcare,Durham
5104,Burch PLC,Cyber,2022-03-30,8283.58,5,Monthly,3,2024-11-28,Construction,Durham
5105,Sanders PLC,Errors & Omissions,2016-09-22,13031.02,2,Monthly,6,2025-03-23,Construction,Durham
5106,Thomas Ltd,General Liability,2023-11-30,6227.58,2,Annually,6,2024-09-27,Manufacturing,Durham
5107,Parsons and Sons,Property,2021-01-11,9598.47,4,Quarterly,2,2024-08-13,Construction,Ajax
5108,"Garner, Fox and Chan",General Liability,2017-04-01,10202.87,2,Monthly,2,2024-08-01,Manufacturing,Oshawa
5109,"Heath, Warren and Mcbride",Commercial Auto,2022-02-26,16111.78,0,Annually,7,2024-05-08,Transport,Durham
5110,Ryan-Steele,Errors & Omissions,2018-04-28,16557.81,0,Quarterly,5,2024-07-04,Construction,Toronto
5111,"Jackson, Moore and Becker",Property,2022-01-27,18876.73,2,Quarterly,4,2025-03-26,Retail,Durham
5112,"Walters, Montgomery and Bridges",General Liability,2023-01-18,5147.23,0,Annually,7,2024-11-26,Retail,Oshawa
5113,"Hernandez, Dunlap and Lynch",Property,2017-02-02,14283.63,3,Monthly,10,2025-04-15,Construction,Oshawa
5114,Ramirez Group,Commercial Auto,2019-07-11,13043.19,0,Annually,1,2024-06-13,Technology,Durham
5115,Price-Boyd,Commercial Auto,2022-09-11,4811.96,5,Monthly,3,2024-08-26,Healthcare,Durham
5116,English-Mcdonald,Errors & Omissions,2020-06-29,3156.2,1,Quarterly,9,2024-07-25,Healthcare,Durham
5117,Griffith LLC,Property,2017-02-27,17490.15,3,Monthly,4,2025-02-13,Retail,Ajax
5118,Jones Ltd,General Liability,2015-04-29,8370.75,0,Annually,8,2024-06-25,Technology,Oshawa
5119,"Barnett, Clark and Quinn",General Liability,2016-07-29,16874.52,4,Monthly,8,2025-03-05,Manufacturing,Pickering
5120,"Chung, Brown and Jenkins",Cyber,2018-07-16,8046,3,Annually,3,2024-09-23,Technology,Durham
5121,Castillo and Sons,General Liability,2017-12-12,6721.37,4,Quarterly,8,2025-04-21,Construction,Pickering
5122,Myers and Sons,Errors & Omissions,2023-12-01,14559.68,5,Annually,1,2025-03-01,Healthcare,Durham
5123,"Barnes, Vargas and Wright",Commercial Auto,2017-12-23,5506.23,4,Annually,3,2025-04-05,Transport,Durham
5124,Jones-Richmond,General Liability,2018-09-24,7817.68,1,Quarterly,9,2024-10-18,Finance,Oshawa
5125,Taylor-Morales,Cyber,2019-02-23,15700.02,1,Quarterly,10,2024-09-16,Transport,Ajax
5126,"Singh, Blackburn and Hernandez",Errors & Omissions,2017-11-25,17435.17,0,Monthly,7,2024-12-18,Construction,Durham
5127,Thomas-Hill,Errors & Omissions,2016-12-30,17071.77,0,Monthly,7,2025-03-22,Manufacturing,Durham
5128,Smith-Wilson,Errors & Omissions,2023-12-15,3583.85,2,Annually,7,2024-12-09,Retail,Durham
5129,Warren-Ingram,Errors & Omissions,2019-02-12,8442.37,1,Annually,1,2025-01-01,Technology,Durham
5130,"Ruiz, Guerrero and Evans",Errors & Omissions,2021-04-02,11540.43,0,Annually,6,2024-07-04,Transport,Ajax
5131,Weaver PLC,Errors & Omissions,2018-06-27,14706.2,3,Monthly,4,2024-08-01,Technology,Durham
5132,Hernandez-Beard,Commercial Auto,2023-02-26,7648.69,0,Quarterly,5,2024-06-26,Technology,Ajax
5133,"Peterson, Nelson and Travis",Commercial Auto,2016-05-21,17410.38,0,Monthly,3,2024-10-10,Finance,Pickering
5134,Massey-Scott,Cyber,2024-04-19,12757.52,3,Quarterly,9,2024-10-23,Finance,Durham
5135,"Owens, Richards and Walter",General Liability,2023-06-04,13728.31,3,Annually,2,2025-04-14,Construction,Oshawa
5136,"Glenn, Freeman and Carter",Property,2020-11-04,6666.99,3,Annually,7,2024-07-23,Retail,Durham
5137,"Garcia, Bright and Morrison",Commercial Auto,2015-08-24,7955.42,4,Annually,5,2024-12-20,Construction,Whitby
5138,"Grimes, Allen and Horn",Property,2022-03-21,19430.43,3,Quarterly,5,2025-04-20,Finance,Durham
5139,Copeland-Richmond,Cyber,2023-07-07,3999.81,1,Monthly,2,2025-01-23,Retail,Durham
5140,Brown-Garcia,General Liability,2023-09-12,16773.57,4,Monthly,7,2024-06-23,Transport,Durham
5141,Kirby-Oconnor,Commercial Auto,2021-11-14,5595.94,5,Monthly,2,2024-07-18,Technology,Durham
5142,Bowman-Murphy,Commercial Auto,2016-12-04,15185.03,0,Monthly,1,2025-01-27,Transport,Pickering
5143,"Huff, Bird and Miller",General Liability,2016-01-18,17417.19,2,Quarterly,2,2024-11-16,Finance,Durham
5144,Marquez Group,General Liability,2022-07-01,18885.36,3,Monthly,10,2025-03-25,Transport,Durham
5145,Willis and Sons,Property,2021-08-10,6826.22,3,Monthly,8,2024-09-01,Finance,Ajax
5146,"Hamilton, Baker and Osborn",Property,2018-02-25,15507.33,2,Monthly,6,2025-01-01,Construction,Durham
5147,"Freeman, Obrien and Cunningham",General Liability,2015-06-01,18693.68,1,Quarterly,4,2024-06-16,Technology,Ajax
5148,"Stone, Schaefer and Reyes",Commercial Auto,2024-03-14,16192.66,2,Quarterly,6,2024-05-11,Healthcare,Durham
5149,"Rodriguez, Massey and Day",Errors & Omissions,2017-01-07,17565.24,5,Annually,9,2024-06-15,Healthcare,Durham
5150,Johnston Inc,Cyber,2019-11-04,15365.72,4,Monthly,5,2024-07-24,Retail,Pickering
5151,Ward Ltd,Cyber,2019-07-09,8084.73,2,Monthly,7,2025-01-14,Manufacturing,Durham
5152,"Mckee, Fisher and Long",Property,2016-08-02,16855.21,4,Quarterly,5,2024-07-02,Technology,Pickering
5153,"Williams, Holland and Alexander",General Liability,2017-06-23,18510.4,5,Quarterly,1,2024-05-01,Technology,Durham
5154,Berry-Mills,Commercial Auto,2023-04-04,5706.28,5,Monthly,6,2024-12-02,Retail,Oshawa
5155,Li-Fuller,Commercial Auto,2022-11-15,3366.62,0,Quarterly,2,2024-05-29,Manufacturing,Toronto
5156,Caldwell-Johnson,Property,2022-04-13,9668.85,3,Annually,1,2024-07-29,Manufacturing,Oshawa
5157,"White, Mccoy and Murphy",Property,2017-04-18,10181.44,3,Monthly,4,2025-01-15,Transport,Whitby
5158,Knapp-Pham,Errors & Omissions,2023-02-23,11048.17,5,Quarterly,9,2024-04-23,Finance,Durham
5159,"Bryant, Macdonald and Howard",Cyber,2023-11-14,8921.22,4,Monthly,9,2024-05-18,Manufacturing,Durham
5160,"Cooper, Beltran and Wright",Cyber,2017-03-11,9653.17,1,Monthly,1,2024-10-04,Manufacturing,Oshawa
5161,Bowers-Nguyen,Cyber,2021-04-21,4220.99,1,Monthly,3,2024-12-18,Transport,Whitby
5162,"Ritter, Baker and Leon",Property,2022-06-09,15354.83,1,Annually,8,2024-07-05,Transport,Durham
5163,Hansen PLC,Errors & Omissions,2019-07-06,7800.19,4,Monthly,4,2024-07-20,Finance,Durham
5164,"Morris, Morales and Bailey",General Liability,2020-05-24,18692.08,1,Monthly,1,2025-02-12,Technology,Durham
5165,Kirk Inc,Property,2021-04-06,14918.85,1,Annually,5,2025-02-27,Manufacturing,Durham
5166,Bell-Medina,Errors & Omissions,2023-10-10,12316.17,1,Monthly,3,2024-06-30,Construction,Oshawa
5167,Stewart LLC,Property,2018-05-05,4654.43,5,Monthly,8,2024-11-09,Technology,Durham
5168,Sloan Inc,General Liability,2015-08-05,8498.12,0,Quarterly,7,2024-08-09,Healthcare,Durham
5169,"Sullivan, Howell and Fowler",General Liability,2017-11-15,16451.72,5,Monthly,4,2024-08-14,Technology,Durham
5170,Harris-Chase,Errors & Omissions,2021-12-16,17719.54,0,Monthly,7,2024-06-15,Technology,Durham
5171,Bell-Shaffer,Commercial Auto,2021-09-20,3920.1,5,Quarterly,3,2024-07-14,Transport,Oshawa
5172,Fischer-Chung,General Liability,2021-07-31,18887.78,3,Monthly,9,2024-08-16,Retail,Ajax
5173,Smith-Lopez,General Liability,2022-02-06,8169.26,2,Annually,2,2024-11-01,Technology,Pickering
5174,Stout-Graves,General Liability,2021-11-07,14128.78,4,Annually,5,2025-01-04,Transport,Ajax
5175,"Phillips, Castro and Thompson",General Liability,2018-03-20,12811.68,0,Quarterly,5,2024-05-20,Manufacturing,Durham
5176,"Dominguez, Gonzalez and Davis",Commercial Auto,2021-05-01,10512.02,1,Monthly,5,2024-12-13,Technology,Durham
5177,"Melendez, Alvarado and Phelps",Cyber,2016-11-29,11201.51,1,Quarterly,8,2024-12-08,Construction,Durham
5178,Baldwin PLC,Cyber,2017-08-30,18252.71,2,Quarterly,2,2024-11-12,Construction,Toronto
5179,Sanders-Morse,General Liability,2020-10-25,6566.03,1,Annually,9,2024-06-20,Transport,Toronto
5180,Kirk Ltd,Commercial Auto,2022-12-08,16674.09,5,Annually,10,2025-04-03,Healthcare,Durham
5181,Austin-Arellano,Property,2018-10-13,6326.14,5,Quarterly,4,2024-12-15,Healthcare,Durham
5182,Key-Ramos,Commercial Auto,2020-07-20,14071.05,2,Quarterly,10,2024-04-26,Finance,Whitby
5183,Sanchez and Sons,Errors & Omissions,2023-12-09,9157.84,2,Monthly,6,2025-02-27,Manufacturing,Durham
5184,"Haney, Johnson and Walker",Property,2018-01-27,17554.4,5,Monthly,4,2025-01-09,Transport,Whitby
5185,"Lucero, Sanchez and Perez",Cyber,2021-02-24,4733.11,3,Monthly,1,2024-10-27,Healthcare,Oshawa
5186,"Cain, Thomas and Phillips",Cyber,2020-11-09,16353.49,5,Quarterly,10,2024-08-29,Technology,Durham
5187,Mathews Group,Commercial Auto,2019-02-10,17593.32,4,Monthly,7,2025-03-07,Transport,Ajax
5188,Perry-Arnold,Cyber,2019-12-14,9401.45,4,Annually,10,2024-08-25,Finance,Durham
5189,"Lee, Lopez and Stone",Commercial Auto,2022-09-17,19705.91,4,Annually,1,2025-03-23,Retail,Whitby
5190,Burton-Oneal,Commercial Auto,2015-06-19,14550.57,4,Quarterly,7,2024-05-25,Healthcare,Durham
5191,Francis-Mann,Commercial Auto,2022-11-14,5859.79,2,Quarterly,8,2024-08-28,Technology,Durham
5192,Lara-Baker,Commercial Auto,2020-05-17,3957.64,1,Quarterly,7,2025-03-16,Construction,Durham
5193,Diaz-Schaefer,Commercial Auto,2017-08-19,9044.93,2,Annually,5,2024-08-05,Manufacturing,Ajax
5194,Flores LLC,Errors & Omissions,2015-09-10,11055.89,3,Monthly,10,2025-01-15,Finance,Durham
5195,Rubio and Sons,Errors & Omissions,2022-11-18,19066.07,2,Annually,1,2024-09-02,Transport,Pickering
5196,Heath-Andersen,Errors & Omissions,2019-11-15,4994.9,5,Monthly,10,2024-06-11,Manufacturing,Pickering
5197,Pope PLC,Commercial Auto,2023-05-24,11762.4,1,Annually,3,2025-04-06,Transport,Durham
5198,Davis PLC,Cyber,2017-09-26,8754.26,4,Quarterly,3,2024-09-21,Retail,Ajax
5199,"Alvarez, Edwards and Aguirre",Property,2022-04-27,10374.96,5,Monthly,9,2024-05-15,Healthcare,Durham
5200,"Perez, Bailey and Park",Errors & Omissions,2022-07-04,5525.66,0,Monthly,9,2025-04-13,Finance,Oshawa
5201,"Nicholson, Walker and Adams",General Liability,2020-06-28,15283.36,5,Quarterly,5,2025-04-17,Retail,Oshawa
5202,Stevens Group,General Liability,2016-05-19,7165.02,3,Quarterly,10,2024-10-11,Retail,Toronto
5203,Garza-Brown,Commercial Auto,2022-10-04,5019.64,5,Annually,9,2024-08-26,Healthcare,Durham
5204,Johnson Group,Property,2022-01-19,9742.96,0,Monthly,8,2024-10-09,Retail,Durham
5205,"Santos, Huang and Woods",Errors & Omissions,2023-07-21,8145.72,1,Monthly,5,2024-11-29,Transport,Ajax
5206,"Hernandez, Fleming and Jones",Commercial Auto,2015-09-05,13134.64,1,Quarterly,6,2025-01-15,Healthcare,Durham
5207,"Hill, King and Mosley",Cyber,2015-05-17,5932.28,0,Quarterly,6,2024-12-15,Construction,Durham
5208,Reeves Group,Property,2023-02-02,15668.4,1,Quarterly,2,2024-12-20,Finance,Ajax
5209,Padilla-Bender,Cyber,2020-07-13,16189.45,5,Monthly,4,2024-05-19,Transport,Durham
5210,Lewis-Hayes,Cyber,2023-10-13,19849.79,0,Monthly,6,2024-07-10,Finance,Whitby
5211,"Terry, Torres and Hall",General Liability,2019-08-24,14402.51,1,Quarterly,9,2024-11-23,Technology,Oshawa
5212,"Shah, Thomas and Ryan",Errors & Omissions,2021-04-18,4523.39,1,Monthly,8,2024-07-17,Retail,Durham
5213,"Matthews, Huffman and Arellano",Commercial Auto,2020-02-23,10882.45,3,Annually,3,2024-06-10,Healthcare,Pickering
5214,Joseph LLC,Cyber,2022-03-18,16909.32,2,Quarterly,8,2024-05-04,Retail,Durham
5215,"Wilson, Madden and Austin",Cyber,2020-01-01,9495.72,0,Monthly,2,2024-04-24,Construction,Durham
5216,"Gutierrez, Martin and Lee",Commercial Auto,2016-08-03,13749.67,4,Quarterly,8,2025-01-26,Healthcare,Durham
5217,"Ayala, Mayo and Houston",Property,2023-12-21,10567.01,3,Quarterly,5,2025-03-12,Finance,Ajax
5218,Banks Group,Commercial Auto,2018-08-08,3197.24,3,Annually,4,2024-09-22,Technology,Durham
5219,"Wilson, Davis and Shah",Commercial Auto,2023-11-20,4982.67,2,Monthly,1,2025-02-23,Construction,Pickering
5220,"Haynes, Jennings and Ballard",Errors & Omissions,2020-06-14,5074.88,1,Monthly,7,2024-08-11,Manufacturing,Durham
5221,Horton-Taylor,General Liability,2017-03-23,13903.96,5,Quarterly,9,2024-07-27,Finance,Durham
5222,White-Collins,Cyber,2022-04-20,18444.13,4,Annually,9,2024-07-14,Manufacturing,Durham
5223,Mann LLC,General Liability,2023-03-04,6823.9,3,Quarterly,2,2025-01-09,Retail,Oshawa
5224,Davis-Green,Property,2019-06-09,12976.46,3,Annually,2,2024-06-22,Retail,Whitby
5225,Perez Ltd,Cyber,2020-03-23,19784.94,1,Annually,7,2024-07-03,Manufacturing,Oshawa
